261
43	154
45	98
45	136
45	157
45	182
46	64
46	107
46	123
46	173
46	175
46	200
46	216
46	231
48	31
48	154
48	252
49	77
50	74
50	228
51	23
51	63
51	78
51	93
51	94
51	97
51	140
51	150
51	172
51	215
52	27
52	34
52	63
52	77
52	87
52	130
52	142
52	183
52	207
53	112
53	127
53	158
53	200
53	221
54	94
54	122
54	129
54	140
54	172
55	83
56	42
56	71
56	123
56	145
56	146
56	186
56	213
56	216
56	226
57	4
58	67
58	76
58	78
58	90
58	242
59	16
59	27
59	34
59	52
59	77
59	218
60	37
60	54
60	127
60	139
61	9
61	45
61	120
61	128
61	134
61	136
61	166
61	251
63	52
63	77
63	86
63	93
63	125
63	130
63	135
63	142
63	150
63	168
63	169
63	177
63	207
64	4
64	26
64	91
64	107
64	175
64	200
64	225
65	25
65	74
65	88
65	126
68	50
68	153
69	86
69	93
69	130
69	177
69	207
70	23
70	41
70	51
70	76
70	78
70	99
70	118
70	125
70	129
70	150
70	165
70	180
70	194
70	215
70	232
70	240
70	248
70	249
71	85
71	167
72	16
72	19
72	30
72	59
72	85
72	99
72	119
72	124
72	126
72	131
72	147
72	181
72	185
72	218
72	235
73	85
74	50
75	107
75	123
75	173
75	186
76	86
76	87
76	93
76	97
76	130
76	171
77	27
77	34
77	49
77	52
78	58
80	58
80	78
80	90
80	242
81	71
81	237
83	55
83	86
83	93
83	171
84	69
84	177
84	207
85	3
85	30
85	72
85	126
85	181
86	63
86	87
86	93
86	130
86	177
86	207
87	34
87	36
87	52
87	84
87	86
87	93
87	125
87	130
87	171
88	33
90	58
90	78
90	80
90	242
92	94
93	55
93	63
93	69
93	83
93	86
93	87
93	97
93	125
93	130
93	168
93	177
94	14
94	23
94	76
94	177
96	39
96	42
96	65
96	68
96	85
96	119
96	124
96	132
96	138
96	147
96	189
97	69
97	76
97	93
97	130
97	168
97	177
97	207
97	249
98	45
98	110
99	27
99	30
99	36
99	41
99	51
99	63
99	72
99	76
99	125
99	131
99	135
99	150
99	168
99	169
99	181
99	215
99	218
99	235
99	247
99	249
100	28
100	39
100	71
100	105
100	189
100	196
100	204
100	238
101	7
101	18
101	28
101	29
101	39
101	70
101	71
101	118
101	119
101	129
101	138
101	145
101	147
101	155
101	165
101	178
101	180
101	184
101	189
101	192
101	196
101	203
101	204
101	216
101	222
101	226
101	238
101	240
101	244
101	248
102	11
102	18
102	28
102	29
102	42
102	56
102	71
102	73
102	123
102	155
102	161
102	189
102	244
103	1
103	5
103	54
103	109
103	129
103	139
103	193
103	200
103	201
103	204
103	223
104	4
104	9
104	26
104	38
104	64
104	91
104	128
104	158
104	179
104	198
104	200
104	214
104	220
104	221
104	243
105	7
105	28
105	70
105	71
105	118
105	165
105	180
105	189
105	192
105	194
105	204
105	216
105	226
105	232
105	238
105	248
106	38
106	53
106	60
106	127
106	137
106	141
106	158
108	29
108	54
108	129
108	140
108	164
108	167
108	172
108	192
108	204
109	38
109	151
109	158
109	174
109	188
109	208
110	9
110	45
110	61
110	98
110	134
110	170
112	9
112	134
112	158
112	200
112	220
112	243
113	116
113	204
113	216
113	226
113	231
115	5
115	11
115	29
115	73
115	85
115	129
115	139
115	161
115	192
115	223
116	24
116	91
116	113
116	204
116	231
118	6
118	7
118	18
118	28
118	39
118	51
118	70
118	71
118	76
118	85
118	105
118	129
118	131
118	152
118	165
118	178
118	180
118	184
118	192
118	204
118	215
118	216
118	219
118	226
118	232
118	240
118	241
118	244
118	248
119	6
119	16
119	28
119	41
119	65
119	72
119	85
119	124
119	126
119	131
119	147
119	165
119	168
119	181
119	189
119	194
119	196
119	235
119	241
119	247
120	9
120	61
120	91
120	104
120	110
120	112
120	128
120	166
120	170
120	179
120	220
122	51
122	54
122	94
122	129
122	140
122	164
122	172
122	240
123	107
123	173
123	184
123	200
123	226
123	231
124	16
124	28
124	39
124	41
124	72
124	85
124	119
124	126
124	131
124	184
124	189
124	194
124	228
124	235
124	247
125	36
125	41
125	52
125	63
125	76
125	87
125	93
125	99
125	130
125	135
125	150
125	168
125	177
125	247
126	6
126	16
126	39
126	59
126	65
126	72
126	85
126	119
126	124
126	131
126	147
126	181
126	189
126	235
127	38
127	104
127	112
127	158
127	179
127	188
127	200
127	208
127	220
128	9
128	26
128	45
128	61
128	134
128	136
128	179
129	51
129	54
129	70
129	99
129	108
129	118
129	122
129	140
129	164
129	165
129	172
129	180
129	185
129	192
129	215
129	232
129	240
129	248
130	36
130	52
130	55
130	69
130	86
130	87
130	93
130	97
130	125
130	168
130	177
130	207
131	3
131	6
131	16
131	39
131	72
131	85
131	99
131	119
131	124
131	126
131	147
131	181
131	184
131	189
131	235
131	241
131	247
132	50
132	65
132	74
132	85
133	14
133	253
134	9
134	61
134	98
134	110
134	128
134	179
135	8
135	36
135	63
135	99
135	125
135	130
135	150
135	168
135	169
135	172
135	215
135	218
136	9
136	45
136	166
136	182
137	37
137	38
137	109
137	112
137	158
137	188
137	200
137	208
137	243
138	28
138	65
138	85
138	119
138	126
139	54
140	10
140	23
140	51
140	92
140	94
140	167
140	172
141	24
141	29
141	38
141	54
141	64
141	71
141	116
141	127
141	158
141	200
141	204
141	213
141	223
141	225
141	226
141	231
142	8
142	52
142	63
142	169
142	177
142	207
144	3
144	33
144	39
144	50
144	65
144	85
144	124
144	132
144	145
144	184
144	189
144	196
144	222
144	228
145	3
145	28
145	39
145	50
145	65
145	85
145	119
145	124
145	132
145	144
145	184
145	189
145	196
145	222
145	226
145	228
145	241
146	56
146	64
146	107
146	123
146	173
146	186
146	231
147	19
147	30
147	65
147	72
147	85
147	119
147	126
147	131
147	181
148	71
148	105
148	164
148	167
148	189
148	216
150	52
150	63
150	99
150	125
150	135
150	142
150	215
150	218
151	211
154	31
155	12
155	18
155	30
155	39
155	65
155	72
155	85
155	126
155	132
155	145
155	181
158	109
158	174
158	188
158	208
158	211
161	18
161	29
161	30
161	71
161	85
161	101
161	129
161	155
161	185
161	192
164	23
164	51
164	140
164	167
164	172
165	6
165	28
165	41
165	70
165	76
165	99
165	105
165	118
165	119
165	129
165	135
165	180
165	189
165	194
165	216
165	232
165	248
166	61
166	89
166	128
166	136
166	251
167	23
167	140
167	164
167	172
167	253
168	36
168	41
168	52
168	76
168	83
168	86
168	93
168	97
168	99
168	125
168	130
168	135
168	171
168	207
168	235
169	8
169	27
169	52
169	63
169	135
169	142
169	150
169	183
169	207
170	9
170	45
170	110
171	34
171	41
171	52
171	76
171	83
171	86
171	87
171	168
171	247
172	10
172	23
172	51
172	94
172	122
172	140
173	107
173	123
173	216
173	226
173	231
174	22
174	211
175	242
177	8
177	63
177	69
177	84
177	86
177	93
177	130
177	142
177	207
178	6
178	18
178	28
178	29
178	30
178	39
178	71
178	72
178	85
178	101
178	131
178	147
178	155
178	181
178	185
178	192
178	203
178	204
178	219
178	240
178	241
178	244
179	9
179	26
179	61
179	91
179	104
179	120
179	128
179	134
179	158
179	170
179	188
179	200
179	208
179	220
180	7
180	28
180	39
180	70
180	76
180	105
180	118
180	129
180	131
180	165
180	189
180	192
180	204
180	216
180	219
180	226
180	240
180	241
180	248
181	3
181	16
181	19
181	27
181	30
181	59
181	72
181	85
181	99
181	126
181	131
181	150
181	169
181	215
181	218
181	241
181	247
182	45
182	136
183	27
183	52
183	169
184	3
184	28
184	33
184	39
184	65
184	85
184	126
184	131
184	144
184	145
184	189
184	196
184	204
184	216
184	222
184	226
184	228
184	241
185	18
185	19
185	28
185	30
185	39
185	72
185	85
185	99
185	129
185	178
185	181
185	192
185	215
185	218
185	240
185	241
186	42
186	107
186	123
187	7
187	29
187	54
187	71
187	103
187	108
187	129
187	164
187	167
187	192
187	201
187	204
187	216
187	219
187	223
187	234
187	238
187	244
188	174
188	195
188	208
188	211
189	16
189	28
189	39
189	41
189	72
189	85
189	119
189	124
189	126
189	131
189	144
189	194
189	196
189	216
189	228
189	235
190	13
190	62
192	18
192	28
192	29
192	39
192	51
192	54
192	70
192	85
192	99
192	108
192	118
192	122
192	129
192	140
192	164
192	165
192	172
192	180
192	185
192	215
192	219
192	232
192	240
192	248
193	103
193	167
193	201
193	204
193	223
193	242
194	16
194	41
194	76
194	119
194	124
194	168
194	171
194	189
194	247
196	28
196	39
196	85
196	119
196	124
196	131
196	144
196	145
196	184
196	189
196	204
196	216
196	222
196	226
196	241
198	9
198	38
198	91
198	104
198	109
198	158
198	179
198	188
198	208
198	214
198	220
200	26
200	64
200	107
200	225
200	231
201	29
201	54
201	71
201	129
201	158
201	167
201	187
201	204
201	216
201	223
201	234
202	11
202	24
202	46
202	64
202	123
202	127
202	141
202	146
202	173
202	213
202	214
202	239
203	6
203	18
203	19
203	28
203	30
203	39
203	65
203	72
203	85
203	96
203	119
203	124
203	126
203	131
203	138
203	147
203	165
203	178
203	181
203	184
203	189
203	194
204	28
204	39
204	85
204	165
204	180
204	184
204	216
204	219
204	222
204	226
204	231
204	241
204	248
206	147
207	52
207	63
207	69
207	84
207	86
207	130
207	142
207	177
208	9
208	109
208	158
208	166
208	174
208	188
208	211
210	46
210	127
210	137
210	141
210	214
210	221
210	239
211	151
211	174
212	24
212	46
212	64
212	71
212	127
212	141
212	173
212	213
212	233
212	238
212	239
212	246
213	24
213	28
213	39
213	64
213	71
213	123
213	141
213	145
213	200
213	204
213	216
213	223
213	226
213	231
214	4
214	57
214	91
214	104
214	158
214	179
214	200
214	220
214	231
215	23
215	30
215	41
215	51
215	63
215	85
215	99
215	135
215	150
215	168
215	169
215	181
215	185
215	218
215	232
215	240
215	249
216	85
216	204
216	222
216	226
217	38
217	64
217	91
217	104
217	112
217	120
217	127
217	134
217	137
217	179
217	200
217	208
217	214
217	220
217	221
217	243
218	19
218	30
218	59
218	63
218	72
218	99
218	135
218	150
218	169
218	181
218	185
218	215
218	235
219	28
219	39
219	118
219	129
219	152
219	192
219	204
219	216
219	226
219	240
219	241
219	248
220	9
220	91
220	104
220	112
220	120
220	127
220	128
220	179
220	198
220	200
220	208
220	214
221	9
221	53
221	64
221	91
221	104
221	128
221	158
221	179
221	200
221	214
221	225
221	231
222	28
222	39
222	85
222	131
222	145
222	184
222	196
222	204
222	216
222	226
222	241
223	5
223	29
223	54
223	129
223	192
223	200
223	204
223	216
223	226
223	231
224	10
224	14
225	91
226	28
226	39
226	85
226	113
226	116
226	145
226	180
226	184
226	196
226	204
226	216
226	219
226	222
226	231
228	16
228	47
228	50
231	113
231	116
231	204
231	216
231	226
232	23
232	41
232	51
232	70
232	76
232	99
232	118
232	129
232	135
232	150
232	165
232	172
232	215
232	240
232	247
232	248
233	5
233	24
233	29
233	46
233	56
233	64
233	71
233	123
233	127
233	141
233	173
233	201
233	212
233	213
233	223
233	238
233	239
233	244
233	246
234	7
234	29
234	71
234	108
234	164
234	187
234	192
234	201
234	204
234	216
234	238
235	72
235	99
235	124
235	126
235	131
235	168
235	181
235	218
235	247
236	37
236	54
236	139
238	7
238	28
238	29
238	39
238	71
238	105
238	118
238	129
238	131
238	145
238	180
238	192
238	196
238	204
238	216
238	219
238	222
238	223
238	226
238	231
239	5
239	38
239	64
239	71
239	104
239	107
239	109
239	112
239	123
239	127
239	158
239	200
239	204
239	213
239	214
239	220
239	223
239	231
240	30
240	54
240	85
240	122
240	129
240	135
240	152
240	172
240	185
240	192
240	215
240	219
240	248
241	6
241	39
241	85
241	131
241	180
241	185
241	222
241	247
242	58
242	78
242	80
242	90
243	38
243	64
243	91
243	104
243	112
243	127
243	179
243	200
243	208
243	217
244	7
244	28
244	29
244	30
244	39
244	51
244	70
244	71
244	85
244	101
244	118
244	129
244	131
244	164
244	178
244	181
244	185
244	192
244	204
244	216
244	219
244	226
244	240
246	38
246	46
246	64
246	71
246	103
246	123
246	127
246	141
246	201
246	212
246	213
246	231
246	233
246	238
246	239
247	16
247	36
247	41
247	52
247	76
247	87
247	99
247	125
247	131
247	171
247	235
248	7
248	28
248	39
248	51
248	70
248	76
248	105
248	118
248	129
248	131
248	135
248	152
248	165
248	180
248	192
248	204
248	215
248	216
248	219
248	226
248	232
248	240
248	241
249	52
249	76
249	78
249	87
249	97
249	130
249	215
251	61
251	89
251	166
253	133
